id,split,V,A,D,text
WhatToHongKong_9390_9487,train,3.3,3.1,3.3,Some people say you can test the authenticity by touch — real jade feels smooth and cool.
WhatToHongKong_9488_9582,train,3.1,2.7,2.9,"Alternatively, you can shine a lamp on the stone — real jade shows no reflected light."
WhatToHongKong_9583_9632,train,3.37,2.75,3.12,"Better still, go shopping with an expert."
WhatToHongKong_9641_9649,train,3.0,2.73,3.0,Jewelry.
WhatToHongKong_9650_9758,train,3.22,3.22,2.78,"Thanks to the duty-free situation, prices in Hong Kong are lower than they are in some other places."
WhatToHongKong_9759_9843,test,3.22,2.78,3.11,"You can buy gemstones loose or set, or have them made up to your own design."
WhatToHongKong_9852_9909,train,3.2,3.2,3.1,Popular purchases include diamonds and freshwater pearls.
WhatToHongKong_9910_10090,dev,3.12,2.63,3.25,"If you do plan to buy jewelry, be sure to consult the “Shopping Guide to Jewellery” published by the Hong Kong Tourist Authority to find a reputable dealer."
WhereToHongKong_10051_10184,train,3.0,2.75,3.12,"The statues in the main shrine represent Man, the god of literature, and Mo, the god of war, a curious juxtaposition."
WhereToHongKong_10185_10230,train,3.1,2.8,2.9,The temple is always crowded with worshipers.
WhereToHongKong_10239_10293,train,3.2,3.0,2.8,Just past the temple is the aptly named Ladder Street.
WhereToHongKong_1024_1120,train,3.2,3.1,3.2,"As you get off, the 52-story Jardine House with porthole-shaped windows catches the eye."
WhereToHongKong_10294_10418,train,3.1,3.1,3.2,"Go down one flight of steps to Lascar Row, popularly known as Cat Street, for more antiques and curio shops."
WhereToHongKong_10419_10579,train,3.1,2.9,3.2,"Walk up the steps to reach Caine Lane, where you’ll find the Museum of Medical Sciences (open Tuesday–Saturday 10am–5pm; admission by donation)."
WhereToHongKong_10580_10749,train,3.1,3.2,3.2,"The interesting Edwardian building was formerly the Pathological Institute, founded to combat the 19th century’s 30-year-long outbreak of bubonic plague."
WhereToHongKong_10750_10890,dev,3.2,3.0,3.3,"The old laboratory is still intact, and there are exhibits on Chinese pharmacology and the history of medicine in Hong Kong."
WhereToHongKong_10916_11084,test,2.67,3.11,3.11,"Just to the east of the financial district, Wan Chai was once an area of sleazy clubs and topless bars; this was the setting for The World of Suzy Wong."
WhereToHongKong_11085_11219,train,3.3,3.0,3.2,Servicemen relaxing from the rigors of the Vietnam War poured millions of dollars into the Wan Chai boom of the 1960s.
WhereToHongKong_1121_1284,train,3.0,3.11,3.0,"There are restaurants and a Starbuck’s in the basement, and you can access the raised pedestrian crosswalk from the escalators on the ground floor."
WhereToHongKong_11220_11380,test,3.0,2.78,3.33,"There are still bars and clubs here, but the area has become almost mainstream, and office towers are replacing many of the sinful old premises."
WhereToHongKong_11389_11568,train,3.0,2.88,3.12,"The Wan Chai waterfront is dominated by the Hong Kong Convention and Exhibition Centre, the largest in Asia, which includes hotels, theaters, and exhibition halls."
WhereToHongKong_11569_11690,train,3.17,3.0,3.17,"The convention center, an extension on reclaimed land, affords stunning views of the Wan Chai waterfront."
WhereToHongKong_11691_11837,train,3.1,3.1,3.2,"Adjacent, just west of the convention center, is another modern highlight, the Academy for the Performing Arts on Gloucester Road."
WhereToHongKong_11846_11977,train,3.2,3.2,3.2,"On Wan Chai’s Bowen Road, Maiden’s Rock, also called Lover’s Rock, is the gathering place for the annual Maiden’s festival."
WhereToHongKong_11986_12068,train,2.86,2.43,3.14,"Although it is not a tourist attraction, the rock is steeped in tradition."
WhereToHongKong_12069_12213,train,3.2,3.4,3.1,Every August young women convene to light joss sticks and some even climb the nine-meter (30-ft) rock to pray for good husbands.
WhereToHongKong_12243_12363,dev,3.0,2.89,3.0,"About 2 km (a mile) east of Wan Chai, Causeway Bay is second only to Tsim Sha Tsui as Hong Kong’s place to shop."
WhereToHongKong_12364_12505,train,3.5,3.63,3.12,"A prosperous tourist district, it is full of shopping centers and department stores, along with a number of good restaurants."
WhereToHongKong_12506_12578,train,3.5,3.0,3.2,The busy night-and-day crowds make this area vibrant and lively.
WhereToHongKong_12587_12774,train,3.12,2.62,3.0,"On the nautical side is the Causeway Bay typhoon shelter, where expensive yachts are anchored almost gunwale to gunwale, and the Hong Kong Yacht Club has its headquarters."
WhereToHongKong_12775_12929,train,3.1,3.0,3.0,"Across Gloucester Road, opposite the World Trade Centre, is the Noonday Gun, which under British rule was sounded on the stroke of midday."
WhereToHongKong_1285_1483,train,3.0,3.0,3.0,"Next to the Jardine building is Exchange Square, a complex with a large shopping mall; just behind it is the General Post Office with a philatelic center on the ground floor."
WhereToHongKong_12930_13016,dev,3.55,3.09,3.09,"Silent for a time, the tradition has been revived and is a tourist attraction."
WhereToHongKong_13017_13063,train,3.0,2.86,2.86,It’s not clear how the custom started.
WhereToHongKong_13064_13303,train,3.0,3.1,3.1,"One story has it that traders Jardine, Matheson & Co fired a private salute for a visiting tycoon, an act that incensed the colonial authorities, who felt that they had the sole right to issue such a 21-gun welcome."
WhereToHongKong_13304_13465,train,2.8,3.1,2.8,"As a result, the merchants were forced to limit their salvoes to one a day — and from then on, they signaled the noon hour daily for all to hear."
WhereToHongKong_13466_13558,train,2.9,3.0,3.1,"The gun was made famous by Noel Coward’s satirical song, “Mad Dogs and Englishmen. ”"
WhereToHongKong_13567_13673,train,3.0,2.9,2.9,"Farther east is Hong Kong’s largest park, Victoria Park, with sports grounds and other facilities."
WhereToHongKong_13674_13839,train,3.0,2.63,3.0,"On the eastern side of Victoria Park on Causeway Road is Tin Hau Temple, dedicated to Tin Hau, the Taoist Queen of Heaven and patroness of seafarers."
WhereToHongKong_13840_13950,test,2.9,3.2,3.1,Originally the temple was on the shore but reclamation projects have now left it high and dry.
WhereToHongKong_13951_14082,train,3.22,2.55,3.11,"On the 23rd day of the Third Moon, the birthday of the goddess is celebrated here and in all Hong Kong fishing communities."
WhereToHongKong_14091_14127,train,3.22,2.67,3.22,Inland from the bay is Happy Valley.
WhereToHongKong_14128_14247,train,2.5,3.0,3.0,"At one time it was a very miserable valley, a swampland conducive only to breeding malarial mosquitoes."
WhereToHongKong_14248_14290,train,3.2,2.9,3.0,It is home to Hong Kong’s first racetrack.
WhereToHongKong_14291_14479,train,3.33,3.0,3.11,"Hong Kong’s gamblers are so eager to play the horses that, despite the opening of a bigger and better racetrack at Sha Tin, the Happy Valley Racecourse is thriving."
WhereToHongKong_14488_14714,train,3.1,3.2,3.1,"Up Tai Hang Road behind Causeway Bay is Aw Boon Haw (Tiger Balm) Gardens (open daily 9:30am–4pm), founded in 1935 by the late Aw Boon Haw, who became a millionaire by producing the medicinal Tiger Balm."
WhereToHongKong_14715_14917,train,2.86,3.0,3.0,"(It does not, in fact, contain any ingredients from tigers, but does promise to cure a wide range of problems such as colds, headaches, rheumatism, gout, toothache, and scorpion bites. )"
WhereToHongKong_14918_15100,dev,3.3,3.1,2.9,"With its garish pagodas, artificial caves, and brightly painted statues of well-known Taoist and Buddhist legends, the garden is an obvious photo opportunity."
WhereToHongKong_1492_1552,train,3.1,2.9,3.0,Farther west is the ferry terminal for the outlying islands.
WhereToHongKong_15134_15434,train,2.82,2.91,3.09,"Aberdeen, the island’s oldest settlement, once a pirate lair, is home to the “floating population” — the boat people who spend their entire lives on the junks in the harbor, some proudly claiming never to have set foot on land (except for funerals, which don’t count)."
WhereToHongKong_15435_15685,train,3.5,2.9,3.2,"The junks are a picturesque sight: children frolicking on the poop deck, women preparing food or playing mah-jong, elderly folk watching the sunset, dogs and cats underfoot, songbirds in bamboo cages overhead — and all afloat."
WhereToHongKong_1561_1695,train,3.3,3.1,3.2,"On Connaught Road Central, you’ll find one of Hong Kong’s curiosities, the 244-m- (800-ft-) long Mid-Levels outdoor escalator."
WhereToHongKong_15694_15838,train,3.11,3.0,3.0,"The boats may appear deceptively primitive, but many of them have their own electric generators and all the modern conveniences."
WhereToHongKong_15839_15983,train,2.8,2.7,3.1,"There are fewer boats now than in the past; many boat people, especially the younger generation, have moved to housing projects."
WhereToHongKong_15984_16088,train,3.1,3.1,3.2,"You can take a tour of the port in one of the small sampans, propelled by hand by women drivers."
WhereToHongKong_16089_16181,train,3.0,3.25,3.12,"A half-hour tour costs HK$50; pay at the end, or the driver may cut your trip short."
WhereToHongKong_16190_16287,test,3.12,3.0,3.0,Aberdeen’s theatrical floating restaurants have been a tourist attraction for many years.
WhereToHongKong_16288_16382,test,3.1,3.1,3.2,"The food may not live up to expectations, but the fantasy environment makes up for it."
WhereToHongKong_16383_16595,test,3.2,3.2,3.1,"If you can get up early enough, you can attend the pre-dawn auction held at the vast local wholesale fish market; otherwise, have a look at the street market that goes on later in the day."
WhereToHongKong_16604_16828,train,3.0,3.0,3.37,"The peninsula opposite the east coast of Ap Lei Chau island contains Ocean Park (open daily 10am–6pm; admission HK$150 adults, HK$75 children), which has become one of Hong Kong’s biggest attractions."
WhereToHongKong_16829_16915,train,3.0,2.9,3.0,"It is divided into three areas: a highland, a lowland, and the Middle Kingdom."
WhereToHongKong_16916_17076,train,3.2,2.7,2.8,"Linking the lowland and highland sections of the park, a cable-car system offers spectacular views across to the islands of the South China Sea."
WhereToHongKong_1696_1831,train,3.0,2.5,3.2,"It ferries commuters from the Mid-Levels apartment complexes downhill from 6 to 10am, and uphill from 10am to midnight."
WhereToHongKong_17085_17244,train,3.3,3.3,3.0,"The Oceanarium is said to be the largest in the world, and the Ocean Theatre features displays by dolphins, killer whales, seals, and pelicans."
WhereToHongKong_17245_17372,train,3.7,3.6,3.3,"An enormous roller-coaster rising way above the sea, space wheels, and high-diving shows guarantee a day of excitement."
WhereToHongKong_17373_17571,train,3.0,3.2,3.1,"The Middle Kingdom is a recreated “living” history of China’s past, presented through a number of full-size replicas of shrines, temples, pagodas, palaces, and street scenes."
WhereToHongKong_17572_17699,train,3.3,2.7,3.1,"There are also demonstrations of traditional Chinese crafts, including silk-weaving, pottery, and p apermaking."
WhereToHongKong_17700_17775,train,2.75,2.88,3.0,"Water World, formerly in the complex, has closed for redevelopment."
WhereToHongKong_17902_17983,train,3.1,3.1,3.0,"The next inlet is Repulse Bay, a roomy, sandy crescent, with green hills."
WhereToHongKong_17984_18089,train,3.18,3.09,3.18,It’s so attractive and so easy to reach that it’s packed with sunbathers all summer long.
WhereToHongKong_18098_18176,train,2.8,2.7,2.8,Stanley was once one of the main fishing villages on Hong Kong Island.
WhereToHongKong_18177_18291,train,3.1,2.8,3.1,The well-known Stanley Mar­ket (see page 55) is a major source for bargain clothing and other merchandise.
WhereToHongKong_18292_18358,train,3.0,3.0,3.11,Stanley is also a favorite place of residence for ex-pats.
WhereToHongKong_1832_1959,train,3.0,2.9,3.0,"Nearby is Central Market, the wholesale food market of Hong Kong, and the Hang Seng building (private offices)."
WhereToHongKong_18359_18452,train,3.3,3.1,3.2,The waterfronts at Repulse Bay and Stanley are lined with good cafés and restaurants.
WhereToHongKong_18477_18568,train,3.0,2.67,3.11,"Though much smaller than Hong Kong Island, Kowloon has almost twice the population."
WhereToHongKong_18569_18696,train,3.0,2.38,3.12,"In many areas, the density reaches the equivalent of 150,000 inhabitants per square km (a quarter square mile)."
WhereToHongKong_18705_18838,train,3.0,3.0,3.1,Most of Kowloon’s attractions for visitors are centered near the tip of the peninsula in the district known as Tsim Sha Tsui.
WhereToHongKong_18847_19032,train,3.1,3.0,3.2,"Adjacent to the Star Ferry terminal is Ocean Terminal, where international cruise ships dock, and the gigantic Harbour City, a complex of malls, hotels, and restaurants."
WhereToHongKong_19041_19271,train,3.37,2.91,3.36,"If you walk east on the Star Ferry terminal concourse, you will find yourself on the wonderful Promenade, which begins at the clock tower, all that remains of the once grand Kowloon-Canton Railway Terminus."
WhereToHongKong_19272_19359,train,3.4,3.1,3.2,The waterfront here offers unparalled views of the harbor and Hong Kong Island.
WhereToHongKong_19360_19544,dev,2.88,3.0,2.75,"If you continue to the end of the promenade, you will be in Tsim Sha Tsui East, a busy commercial district built on more than 60 hectares (150 acres) of reclaimed land."
WhereToHongKong_19553_19630,train,3.1,3.1,2.9,Flanked by the clock tower is the imposing Hong Kong Cultural Centre.
WhereToHongKong_19631_19786,train,2.9,3.0,3.3,"Hong Kong’s major venue for the performing arts, the building has been criticized for its fortress-like architecture and windowless façade."
WhereToHongKong_1968_2039,test,2.9,3.0,3.0,"Just east of the Star Ferry terminal, you’ll come to City Hall."
WhereToHongKong_19787_19894,train,3.43,3.0,3.14,"The interior is a comfortable amalgam of Chinese and Western design, with an impressive main lobby."
WhereToHongKong_19895_20045,train,3.2,2.8,2.9,"The center contains a concert hall with acclaimed acoustics, theaters, a library, an exhibition gallery, shops, restaurants, and bars."
WhereToHongKong_20054_20284,train,3.11,3.0,3.11,"Next door is the Hong Kong Space Museum and Theatre (open Monday, Wed­nesday–Friday 1–9pm; Sat­ur­day, Sunday 10am–9pm; closed Tuesday; admission HK$10 adults, HK$5 children; separate admission to theater)."
WhereToHongKong_20285_20431,train,3.11,3.0,3.0,"Its futuristic dome design is striking; inside are interactive exhibits, including one in which you can experience weightlessness."
WhereToHongKong_2040_2120,train,3.0,3.0,3.0,"No longer a center of government, it now functions as a cultural center."
WhereToHongKong_20432_20480,train,3.14,3.14,3.0,The theater presents “sky shows” and IMAX films.
WhereToHongKong_20481_20598,train,3.0,2.88,3.0,The Hong Kong Museum of Art (see page 54) stands behind the Space Museum next to the cultural center.
WhereToHongKong_20599_20763,test,3.1,3.0,3.1,It contains the Xubaizhi collection of painting and calligraphy; galleries devoted to antiquities and ceramics; and a gallery of modern Chinese art.
WhereToHongKong_20764_20861,train,3.43,3.29,3.14,Particularly interesting is the collection of paintings and photographs of old Hong Kong.
WhereToHongKong_20862_20939,train,3.8,3.1,3.0,The museum mounts special exhibitions and has an excellent gift shop.
WhereToHongKong_20948_21018,train,3.1,3.2,3.0,A few blocks up Chatham Road South are two more major museums.
WhereToHongKong_21019_21217,train,3.11,3.11,3.11,The Scien­ce Mus­eum (see page 55) is a state-of-the-art interactive museum that will teach you how everything and anything works from ancient sailing ships to the latest technology.
WhereToHongKong_2121_2310,test,3.0,2.9,3.0,"Go through the underground walkway to Statue Square; on the east side of the square is the Legislative Council Building, one of the few colonial buildings left in Hong Kong."
WhereToHongKong_21424_21556,train,3.56,3.33,3.11,"The fascinating collection of artifacts pertaining showcases 6,000 years of Hong Kong’s history and Chinese culture."
WhereToHongKong_21565_21714,test,3.1,2.9,3.1,"Just across Salisbury Road from the cultural center is the historic Peninsula Hotel, now expanded and modernized by a 32-story tower."
WhereToHongKong_21715_21828,train,3.4,3.2,3.4,Its restored lobby is Hong Kong’s most elegant gathering place; afternoon tea here is a visitors’ ritual.
WhereToHongKong_21837_21966,test,3.2,3.0,3.0,"Alongside the hotel runs busy Nathan Road, Hong Kong’s fabled shopping street, lined with shops, hotels, and restaurants."
WhereToHongKong_21975_22105,train,3.0,2.78,3.0,Kowloon’s main street was created by Sir Matthew Nathan when he was governor of Hong Kong at the turn of the 19th century.
WhereToHongKong_22106_22252,train,2.88,2.88,3.12,"At the time it was built, many thought it absurd to have a tree-lined boulevard running through what was practically a wilderness."
WhereToHongKong_22253_22324,train,3.0,3.0,3.11,Now the former “Nathan’s Folly” is known as the “Golden Mile. ”
WhereToHongKong_22333_22552,test,3.2,3.1,3.1,"A few blocks up Nathan Road is Kowloon Park (open daily 6am–midnight), elegantly laid out with fountains, promenades, and ornamental gardens; be sure to go up the steps to see the Sculpture Walk."
WhereToHongKong_22561_22655,train,3.0,3.0,3.0,"Farther up Nathan Street you will reach Yau Ma Tei, one of the older parts of Kowloon."
WhereToHongKong_22656_22866,train,3.0,2.82,3.18,"Turn off Nathan and walk down Kansu Street to find the Jade Market (open 10am–3pm; see page 80), with more than 100 stalls spread out in a large tent, just before you reach the overpass."
WhereToHongKong_22875_22984,train,3.0,2.9,2.9,"Hong Kong’s liveliest market scene is the Temple Street Night Market (see page 55), near Jordan Road."
WhereToHongKong_22985_23183,train,3.3,3.0,3.1,"Everything is sold here, from clothing to souvenirs to electronic goods, and the market is known for its street-side food stalls, where you can dine inexpensively on seafood."
WhereToHongKong_2311_2483,train,2.9,3.2,3.0,So great is the pressure on the available land that most of Hong Kong’s colonial architectural heritage has been demolished and replaced by new skyscrapers.
WhereToHongKong_23184_23381,train,3.25,3.13,3.25,"The market runs all the way up to Tin Hau Temple, where you will find fortune tellers’ tables (some speak English) and possibly street performers singing Chinese opera or pop songs."
WhereToHongKong_23382_23532,train,3.18,2.64,3.09,"The temple is one of the many dedicated to Tin Hau, goddess of seafarers; this one also houses an altar to Shing Wong, the city’s god."
WhereToHongKong_23533_23664,train,3.5,2.8,3.0,"In the daytime the temple (open 8am–6pm) attracts worshipers, and its park attracts strollers and mah-jong players."
WhereToHongKong_23673_23798,train,3.0,3.0,3.0,"Nathan Road goes all the way up to Boundary Street, which marks the boundary between Kowloon and the New Territories."
WhereToHongKong_23799_23917,train,3.1,2.7,2.9,"Near Boundary Street, off Prince Edward Street West, is the Yuen Po Street Bird Garden (open 8am–7pm)."
WhereToHongKong_23918_24124,train,3.1,3.1,3.1,"Birds are favorite pets in Hong Kong, valued for their singing rather than their plumage, and here you’ll find all kinds of birds for sale as well as elaborate teak and bamboo cages."
WhereToHongKong_24133_24390,dev,3.2,3.2,3.2,"Off the beaten path in Sham Shui Po, west of the junction of Nathan Road and Boundary Street, is the Lei Cheng Uk Han Tomb and Museum on Tonkin Road (open Monday–Wednesday and Friday–Saturday 10am–6pm, Sunday 1–6pm; closed Thursday)."
WhereToHongKong_24391_24483,train,3.11,2.78,3.11,This ancient burial vault is believed to date back to the Han Dynasty (a.d. 25–220).
WhereToHongKong_24484_24590,train,3.0,2.89,3.0,The barrel-vaulted chambers were discovered while excavating for a nearby housing project.
WhereToHongKong_24623_24676,test,3.0,3.0,3.14,Hong Kong’s New Territories begin at Boundary Street.
WhereToHongKong_24685_24981,train,3.38,3.37,3.25,"Surprises spring up on all sides: new industrial complexes alongside sleepy farming villages, skyscraper towns blooming in the middle of nowhere, Hakka women in their traditional flat straw hats with hanging black curtains, water buffalo, and flashes of azalea everywhere."
WhereToHongKong_2484_2559,test,2.7,3.0,2.6,"Despite protests by preservationists, there was little alternative."
WhereToHongKong_24990_25191,train,3.0,2.8,3.2,"The New Territories can be explored by taking the Kowloon–Canton Railway (KCR), which makes 10 stops between the station in Kowloon and Sheung Shui, the last stop before entering China."
WhereToHongKong_25192_25326,train,3.0,2.78,3.0,Ask the tourist authority about its interesting Heritage Tour from Kowloon and other countryside tours (see page 113).
WhereToHongKong_25335_25509,train,2.9,2.7,3.0,"The main highway makes a circuit of the New Territories, beginning with the new town of Tsuen Wan, situated in an area of heavy industry just west of Kowloon."
WhereToHongKong_25510_25680,test,3.1,3.0,3.1,"North of the town, a commanding view over all the New Territories to the north can be seen from Tai Mo Shan, Hong Kong’s highest peak at 957 m (3,140 ft)."
WhereToHongKong_25681_25733,train,3.1,2.5,3.2,The highway continues parallel to the coast.
WhereToHongKong_2568_2648,train,3.1,2.6,3.1,Nearby is Chater Garden and a number of notable architectural landmarks.
WhereToHongKong_25734_25857,dev,3.0,2.9,3.0,One-third of all Hong Kong’s beaches are to be found in a single 14-km (9-mile) stretch of this region’s shoreline.
WhereToHongKong_25866_25994,test,3.0,2.88,3.12,"Place names are often based on the distance to the nearest mile-post, as measured from the tip of the Kowloon peninsula."
WhereToHongKong_25995_26060,train,3.0,3.0,3.0,Thus you will find “191/2-mile Beach” at Castle Peak Bay.
WhereToHongKong_26069_26138,train,3.1,2.9,3.0,The main road continues clockwise around the New Territories.
WhereToHongKong_26139_26219,dev,3.4,3.2,3.2,"As you approach the border, you can glimpse the skyscrapers of Shenzhen."
WhereToHongKong_26220_26504,test,3.0,2.8,2.9,"The lookout point at Lok Ma Chau was once known as Hong Kong’s “window on China” — in the years of China’s isolation from the West, tourists would come to the lookout point here and rent binoculars in order to get a glimpse of the great mystery beyond."
WhereToHongKong_2649_2938,train,2.8,3.0,3.1,"Most famous is the striking 74-story I.M. Pei Bank of China Tower, not beloved by the people of Hong Kong — its triangular prisms and sharp angles violate the principles of feng shui (see box, page 68) and its radio masts stick up like an insect’s antennae."
WhereToHongKong_26513_26685,train,3.0,2.88,3.25,"Set amid Tseun Wan’s residential towers is the 18th-century walled village of Sam Tung Uk, now preserved as a museum, and a short walk from the MTR station."
WhereToHongKong_26686_26806,train,3.0,3.25,3.25,"Not far away, at milepost 21 near the large new town of Tuen Mun, is a Taoist retreat known as Ching Chung Koon."
WhereToHongKong_26815_26929,train,3.12,3.0,3.25,"This “Temple of Green Pines” is a spacious complex containing temples and pavilions, statues, and gardens."
WhereToHongKong_26930_27028,train,3.2,3.1,3.2,"It is known for its collection of bonsai and houses a jade seal more than 1,000 years old."
WhereToHongKong_27029_27207,dev,3.25,2.88,3.12,"Among the ponds is one inhabited by turtles: Visitors toss in coins in the hope of bouncing one off a turtle’s head, a sure way of achieving good fortune."
WhereToHongKong_27216_27393,test,3.18,2.82,3.18,"An even more interesting image out of Chinese history is the walled village of Kat Hing Wai, in the village of Kam Tin just outside the market town of Yuen Long."
WhereToHongKong_27394_27477,train,3.0,3.0,3.0,This is the most easily accessible of the New Territories’ walled villages.
WhereToHongKong_27478_27587,train,3.0,2.9,3.0,"It is built in a square, and the only way in is through the gate in the brick defensive wall."
WhereToHongKong_27588_27756,train,2.9,2.8,2.9,"Kat Hing Wai was built four or five centuries ago by the Hakka Tang clan, one of the Five Great Clans that migrated here from North China (see page 11)."
WhereToHongKong_27757_27843,train,3.1,3.0,3.1,Many of the old houses in the village have been replaced by modern structures.
WhereToHongKong_27852_27985,dev,3.0,2.8,3.2,"The Tang clan’s earliest walled village was Lo Wai, which also has its defensive wall intact and is entered by a narrow gate."
WhereToHongKong_27994_28065,dev,3.0,3.0,3.0,Adjacent to the village is the restored Tang Chung Ling Ancestral Hall.
WhereToHongKong_28074_28268,train,3.0,2.86,3.14,"Few traditional ancestral halls remain in China since the anti-historical destruction during the Cultural Revolution, so these New Territories ancestral halls are rare survivors."
WhereToHongKong_28269_28382,test,3.0,3.0,3.0,"Another such hall, belonging to the Liu Clan, is Liu Man Shek Tong in the village of Sheung Shui."
WhereToHongKong_28391_28564,train,3.22,3.33,3.22,"One of the most interesting sites in the New Territories is Tai Fu Tai, another rare survivor, this one a mansion that belonged to a Confucian high official."
WhereToHongKong_28565_28724,train,3.2,3.2,3.2,The house was built in 1865 by a member of the Man clan who achieved the rank of tai fu (mandarin) by doing well in the Imperial Exam­inations.
WhereToHongKong_28725_28861,train,3.25,3.12,2.87,The preservation of this wonderful home is ongoing; a projected restoration of the original garden is still in progress.
WhereToHongKong_28862_29109,test,3.12,2.88,3.0,"The traditional Qing Dyna­sty style of the mansion is enlivened by a few West­ern touches: a Baroque-style ceiling and stained glass above the doorways, showing the builder’s up-to-date attitude at the time of construction."
WhereToHongKong_29118_29230,train,3.2,3.1,3.0,"The highway and the railway stay close together from Fanling, site of the best golf courses in the area."
WhereToHongKong_29231_29367,dev,2.91,2.82,2.82,"Tai Po, just south of Fanling, is known for its market, Tai Po Market, which buzzes with activity daily from 7am to 6pm."
WhereToHongKong_29368_29569,train,3.0,3.2,3.0,"Just up a lane from the market is the Man Mo Temple, with long-burning incense coils hanging from its ceiling, a popular spot dedicated to the Taoist gods of war and literature."
WhereToHongKong_2939_3090,dev,3.0,2.5,3.5,"The rival Hong Kong and Shanghai Bank is by architect Norman Foster; built on a “coathanger frame,” its floors hang rather than ascend."
WhereToHongKong_29578_29704,train,3.2,3.1,3.0,"The railway line then curves gracefully around Tolo Harbor, an idyllic body of water well-protected from the open sea."
WhereToHongKong_29705_29903,train,3.1,3.0,3.0,"You can take a ferryboat through the harbor, past the ingenious Plover Cove reservoir, a water catchment area appropriated by damming and draining a broad inlet from the sea."
WhereToHongKong_29904_30051,train,3.22,2.89,3.11,"The boats go on to the friendly fishermen’s island of Tap Mun, in Mirs Bay, with stops in remote hamlets of the Sai Kung Peninsula."
WhereToHongKong_30052_30228,dev,3.0,2.7,3.0,"The Sai Kung area is the location of two official parks and nature preserves, while on the south side of the peninsula are some of the territory’s best beaches."
WhereToHongKong_30237_30344,train,3.29,3.14,2.86,"From the next railway station, the modern campus of the Chinese University of Hong Kong is visible."
WhereToHongKong_30345_30408,train,3.0,3.0,3.33,Teaching here is conducted in both Chinese and English.
WhereToHongKong_30409_30548,dev,3.2,3.0,3.1,The Art Gallery in the Institute of Chinese Studies Building is worth a visit for its painting and calligraphy collections.
WhereToHongKong_30557_30659,train,3.0,3.14,3.14,"Sha Tin is the site of the Monastery of 10,000 Buddhas, which looks down on a burgeoning town."
WhereToHongKong_30660_30837,train,3.0,3.0,3.0,There are hundreds of stone steps in the hillside to walk up before you reach Man Fat Temple with its regiments of small gilt statues of Buddha lining the walls.
WhereToHongKong_30838_30963,train,3.12,3.0,3.12,Some indefatigable climbers will want to go up to the top of the nine-story pink pagoda for a panoramic view.
WhereToHongKong_3091_3211,train,3.1,2.9,2.9,From inside the vast atrium you can view the whole structure as well as the mechanical workings of the building.
WhereToHongKong_30964_31094,test,3.12,2.88,3.12,"There is a total of 12,800 Buddha statues here, plus the remains of the monastery’s founder embalmed in gold leaf."
WhereToHongKong_31095_31182,dev,3.09,2.63,3.09,Also here is the Hongkong Heritage Museum (call Tel. 2180 8188 for open hours).
WhereToHongKong_31183_31266,dev,3.1,3.0,3.0,"The museum has an art collection, and displays of toys and other artifacts."
WhereToHongKong_31275_31516,train,3.75,3.63,3.0,"Down to earth, the Sha Tin Racecourse can accommodate over 80,000 spectators and is equipped with every imaginable luxury, including a giant video screen facing the stands, and for the horses, air-conditioned stables."
WhereToHongKong_31517_31659,train,3.14,3.14,2.86,"Opposite the Sha Tin railway station, New Town Plaza features shops, cinemas, and even a computer-controlled musical fountain."
WhereToHongKong_31668_31741,train,3.12,2.87,3.12,Two natural rock formations are always pointed out on excursions.
WhereToHongKong_31893_32129,test,2.9,2.9,3.0,Legend has it that a local woman climbed the hill every day to watch for her husband returning from across the sea; one day the wife and her child were turned to stone as a permanent symbol of her enduring faith.
WhereToHongKong_3212_3289,train,2.9,2.8,2.7,"Two bronze lions, carrying out feng shui principles, guard its doors."
WhereToHongKong_32201_32301,train,3.33,3.17,3.17,It really looks the part; the tourists know its name even before the guide can translate it.
WhereToHongKong_32330_32480,train,3.3,3.2,3.0,Excursion companies sell a variety of orientation cruises of Hong Kong harbor that include a look at some of its 235 outlying islands.
WhereToHongKong_32481_32667,dev,3.25,3.12,3.25,"These pleasant, but expensive, outings can lay the foundation for your own explorations aboard the cheap but usually comfortable ferries used by the islanders themselves."
WhereToHongKong_3298_3432,train,3.2,2.9,2.9,"You can catch one of Hong Kong’s historic trams along Des Voeux Road and ride from Central to Causeway Bay (see box, page 66)."
WhereToHongKong_33010_33134,train,3.1,3.2,2.9,"The mountainous island of Lantau is the biggest in the colony, and covers nearly twice the area of Hong Kong Island."
WhereToHongKong_33135_33331,train,3.1,3.0,3.2,"Chek Lap Kok airport sits on reclaimed land just off Lantau; plans to build a bridge may change Lantau, but at present it is sparsely populated and makes a perfect getaway."
WhereToHongKong_33340_33498,train,3.0,3.25,3.12,"At 934 m (3,064 ft), Lantau Peak is high enough to attract the occasional rain cloud — refreshingly cool breezes blow on most hot summer days."
WhereToHongKong_33499_33613,dev,3.1,2.8,3.1,"More than half the island is parkland, and there is a 70-km (45-mile) circular hiking trail (see page 92)."
WhereToHongKong_33614_33795,train,3.0,2.9,3.0,"Ferries depart from Central every two hours between 6:10am and 10:30pm to Silvermine Bay (Mui Wo), where a bus terminal has buses to all parts of the island."
WhereToHongKong_33796_33836,train,3.12,2.5,2.88,There are also ferries to Discovery Bay.
WhereToHongKong_33845_33973,train,3.25,3.0,3.12,"A short bus ride away is Cheung Sha Beach, 3 km (2 miles) long, and popular for its white sand and excellent facilities."
